Transaction report 2022

Date,Type,Label,Sending Wallet,Sent Amount,Sent Currency,Sent Cost Basis,Receiving Wallet,Received Amount,Received Currency,Received Cost Basis,Fee Amount,Fee Currency,Gain (USD),Net Value (USD),Fee Value (USD),TxSrc,TxDest,TxHash,Description
2019-05-24 21:32:13 UTC,crypto_withdrawal,"",Binance (Archived),129.4947054,USDT,130.784737191,"","","","","","",-1.0310423802,129.7536948108,"","","","",From lot of 1300.898958840000000 USDT acquired on 5/24/19 2:01:37 PM (UTC) via Trade
2019-05-24 21:32:13 UTC,crypto_withdrawal,"",Binance (Archived),185.389701,USDT,187.2365611266,"","","","","","",-1.4760807246,185.760480402,"","","","",From lot of 1300.898958840000000 USDT acquired on 5/24/19 2:01:37 PM (UTC) via Trade
2019-05-24 21:32:13 UTC,crypto_withdrawal,"",Binance (Archived),891.19032244,USDT,900.0683985296,"","","","","","",-7.0956954447,892.9727030849,"","","","",From lot of 1300.898958840000000 USDT acquired on 5/24/19 2:01:37 PM (UTC) via Trade
2019-05-24 21:32:13 UTC,crypto_withdrawal,"",Binance (Archived),1070.98082,USDT,1081.6499767121,"","","","","","",-8.5271950721,1073.12278164,"","","","",From lot of 4317.528150000000000 USDT acquired on 5/24/19 2:01:42 PM (UTC) via Trade
2019-05-24 21:32:13 UTC,crypto_withdrawal,"",Binance (Archived),267.561722,USDT,270.2271833126,"","","","","","",-2.1303378686,268.096845444,"","","","",From lot of 4317.528150000000000 USDT acquired on 5/24/19 2:01:42 PM (UTC) via Trade
2019-05-24 21:32:13 UTC,crypto_withdrawal,"",Binance (Archived),26.34967756,USDT,26.6121741743,"","","","","","",-0.2097972592,26.4023769151,"","","","",From lot of 4317.528150000000000 USDT acquired on 5/24/19 2:01:42 PM (UTC) via Trade
2019-05-24 21:32:13 UTC,crypto_withdrawal,"",Binance (Archived),267.561722,USDT,270.2271833124,"","","","","","",-2.1303378684,268.096845444,"","","","",From lot of 4317.528150000000000 USDT acquired on 5/24/19 2:01:42 PM (UTC) via Trade
2019-05-24 21:32:13 UTC,crypto_withdrawal,"",Binance (Archived),60.590784,USDT,61.1943919804,"","","","","","",-0.4824264124,60.711965568,"","","","",From lot of 4317.528150000000000 USDT acquired on 5/24/19 2:01:42 PM (UTC) via Trade
2019-05-24 21:32:13 UTC,crypto_withdrawal,"",Binance (Archived),267.561722,USDT,270.2271833125,"","","","","","",-2.1303378685,268.096845444,"","","","",From lot of 4317.528150000000000 USDT acquired on 5/24/19 2:01:42 PM (UTC) via Trade
2019-05-24 21:32:13 UTC,crypto_withdrawal,"",Binance (Archived),267.561722,USDT,270.2271833126,"","","","","","",-2.1303378686,268.096845444,"","","","",From lot of 4317.528150000000000 USDT acquired on 5/24/19 2:01:42 PM (UTC) via Trade
2019-05-24 21:43:12 UTC,crypto_deposit,"","","","","",Binance (Archived),334.57523969,USDT,330.7840473597,"","","",330.7840473597,"","","","",From lot of 885.470543100000000 USDT acquired on 5/24/19 9:43:12 PM (UTC) via Trade
2019-05-24 21:43:12 UTC,crypto_deposit,"","","","","",Binance (Archived),49.42476031,USDT,48.8647105813,"","","",48.8647105813,"","","","",From lot of 205.392651750000000 USDT acquired on 5/24/19 9:43:12 PM (UTC) via Trade
2019-05-24 21:43:12 UTC,crypto_deposit,"","","","","",Binance (Archived),155.96789144,USDT,154.2005631872,"","","",154.2005631872,"","","","",From lot of 205.392651750000000 USDT acquired on 5/24/19 9:43:12 PM (UTC) via Trade
2019-05-24 21:43:12 UTC,crypto_withdrawal,"",Binance (Archived),1.77363,BAT,0.6279715443,"","","","","","",-0.0060900602,0.6218814841,"","","","",From lot of 1447.551000000000000 BAT acquired on 5/23/19 7:27:19 PM (UTC) via Trade
2019-05-24 21:43:12 UTC,crypto_withdrawal,"",Binance (Archived),366.74289,BAT,129.84900966,"","","","","","",-1.2592740811,128.5897355789,"","","","",From lot of 366.742890000000000 BAT acquired on 5/24/19 9:32:13 PM (UTC) via Trade
2019-05-24 21:43:12 UTC,crypto_deposit,"","","","","",Binance (Archived),35.109855,USDT,34.71201261,"","","",34.71201261,"","","","",From lot of 35.109855000000000 USDT acquired on 5/24/19 9:43:12 PM (UTC) via Trade
2019-05-24 21:43:12 UTC,crypto_deposit,"","","","","",Binance (Archived),166.89530341,USDT,165.0041527234,"","","",165.0041527234,"","","","",From lot of 885.470543100000000 USDT acquired on 5/24/19 9:43:12 PM (UTC) via Trade
2019-05-24 21:43:12 UTC,crypto_withdrawal,"",Binance (Archived),210.63348,BAT,74.5769025795,"","","","","","",-0.723245874,73.8536567055,"","","","",From lot of 211.528260000000000 BAT acquired on 5/24/19 9:32:13 PM (UTC) via Trade
2019-05-24 21:43:12 UTC,crypto_withdrawal,"",Binance (Archived),56.96298,BAT,20.16831612,"","","","","","",-0.195592079,19.972724041,"","","","",From lot of 56.962980000000000 BAT acquired on 5/24/19 9:32:13 PM (UTC) via Trade
2019-05-24 21:43:12 UTC,crypto_deposit,"","","","","",Binance (Archived),384.0,USDT,379.648757941,"","","",379.648757941,"","","","",From lot of 885.470543100000000 USDT acquired on 5/24/19 9:43:12 PM (UTC) via Trade
2019-05-24 21:43:12 UTC,crypto_withdrawal,"",Binance (Archived),1913.81787,BAT,677.6064699962,"","","","","","",-6.5714191206,671.0350508756,"","","","",From lot of 2597.400000000000000 BAT acquired on 5/24/19 9:32:13 PM (UTC) via Trade
2019-05-24 21:43:12 UTC,crypto_withdrawal,"",Binance (Archived),525.10437,BAT,185.867731485,"","","","","","",-1.7522818587,184.1154496263,"","","","",From lot of 525.104370000000000 BAT acquired on 5/24/19 9:32:13 PM (UTC) via Trade
2019-05-24 21:43:12 UTC,crypto_withdrawal,"",Binance (Archived),0.89478,BAT,0.3167161138,"","","","","","",-0.0029826326,0.3137334812,"","","","",From lot of 211.528260000000000 BAT acquired on 5/24/19 9:32:13 PM (UTC) via Trade
2019-05-24 21:43:12 UTC,crypto_withdrawal,"",Binance (Archived),99.0,BAT,35.0420162162,"","","","","","",-0.3300036062,34.71201261,"","","","",From lot of 2597.400000000000000 BAT acquired on 5/24/19 9:32:13 PM (UTC) via Trade
2019-05-24 21:43:13 UTC,crypto_withdrawal,"",Binance (Archived),478.30605,BAT,169.3010945496,"","","","","","",-1.5943709229,167.7067236267,"","","","",From lot of 757.421820000000000 BAT acquired on 5/24/19 9:32:13 PM (UTC) via Trade
2019-05-24 21:43:13 UTC,crypto_withdrawal,"",Binance (Archived),584.58213,BAT,206.9185502946,"","","","","","",-1.9486283942,204.9699219004,"","","","",From lot of 2597.400000000000000 BAT acquired on 5/24/19 9:32:13 PM (UTC) via Trade
2019-05-24 21:43:13 UTC,crypto_withdrawal,"",Binance (Archived),757.42182,BAT,268.0968454441,"","","","","","",-2.5247669903,265.5720784538,"","","","",From lot of 757.421820000000000 BAT acquired on 5/24/19 9:32:13 PM (UTC) via Trade
2019-05-24 21:43:13 UTC,crypto_deposit,"","","","","",Binance (Archived),463.56899836,USDT,458.3161313733,"","","",458.3161313733,"","","","",From lot of 645.563839950000000 USDT acquired on 5/24/19 9:43:13 PM (UTC) via Trade
2019-05-24 21:43:13 UTC,crypto_deposit,"","","","","",Binance (Archived),181.99484159,USDT,179.9325926076,"","","",179.9325926076,"","","","",From lot of 645.563839950000000 USDT acquired on 5/24/19 9:43:13 PM (UTC) via Trade
2019-05-24 21:50:20 UTC,crypto_withdrawal,"",Binance (Archived),279.11577,BAT,98.7957508944,"","","","","","",-0.9303960672,97.8653548272,"","","","",From lot of 757.421820000000000 BAT acquired on 5/24/19 9:32:13 PM (UTC) via Trade
2019-05-24 21:50:20 UTC,crypto_withdrawal,"",Binance (Archived),282.88423,BAT,100.1296340907,"","","","","","",-0.9429577379,99.1866763528,"","","","",From lot of 3030.906060000000000 BAT acquired on 5/24/19 9:32:13 PM (UTC) via Trade
2019-05-24 21:50:20 UTC,crypto_deposit,"","","","","",Binance (Archived),199.5350652,USDT,197.05203118,"","","",197.05203118,"","","","",From lot of 199.535065200000000 USDT acquired on 5/24/19 9:50:20 PM (UTC) via Trade
2019-05-24 21:50:21 UTC,crypto_withdrawal,"",Binance (Archived),668.55635,BAT,236.6420450318,"","","","","","",-2.2285455197,234.4134995121,"","","","",From lot of 757.421820000000000 BAT acquired on 5/24/19 9:32:13 PM (UTC) via Trade
2019-05-24 21:50:21 UTC,crypto_withdrawal,"",Binance (Archived),179.0,BAT,63.358796997,"","","","","","",-0.596673187,62.76212381,"","","","",From lot of 3030.906060000000000 BAT acquired on 5/24/19 9:32:13 PM (UTC) via Trade
2019-05-24 21:50:21 UTC,crypto_deposit,"","","","","",Binance (Archived),63.5529834,USDT,62.76212381,"","","",62.76212381,"","","","",From lot of 63.552983400000000 USDT acquired on 5/24/19 9:50:21 PM (UTC) via Trade
2019-05-24 21:50:21 UTC,crypto_deposit,"","","","","",Binance (Archived),1418.403177,USDT,1400.75242805,"","","",1400.75242805,"","","","",From lot of 1418.403177000000000 USDT acquired on 5/24/19 9:50:21 PM (UTC) via Trade
2019-05-24 21:50:21 UTC,crypto_deposit,"","","","","",Binance (Archived),91.9565514,USDT,90.81223501,"","","",90.81223501,"","","","",From lot of 91.956551400000000 USDT acquired on 5/24/19 9:50:21 PM (UTC) via Trade
2019-05-24 21:50:21 UTC,crypto_withdrawal,"",Binance (Archived),170.13453,BAT,60.2163238059,"","","","","","",-0.5626677378,59.6536560682,"","","","",From lot of 171.668160000000000 BAT acquired on 5/24/19 9:32:13 PM (UTC) via Trade
2019-05-24 21:50:21 UTC,crypto_withdrawal,"",Binance (Archived),88.86547,BAT,31.4513391069,"","","","","","",-0.2927601651,31.1585789418,"","","","",From lot of 757.421820000000000 BAT acquired on 5/24/19 9:32:13 PM (UTC) via Trade
2019-05-24 21:50:21 UTC,crypto_withdrawal,"",Binance (Archived),2569.02183,BAT,909.1656972879,"","","","","","",-8.3988472038,900.7668500841,"","","","",From lot of 3030.906060000000000 BAT acquired on 5/24/19 9:32:13 PM (UTC) via Trade
2019-05-24 21:50:21 UTC,crypto_withdrawal,"",Binance (Archived),757.42182,BAT,268.096845444,"","","","","","",-2.5247669902,265.5720784538,"","","","",From lot of 757.421820000000000 BAT acquired on 5/24/19 9:32:13 PM (UTC) via Trade
2019-05-24 21:50:22 UTC,crypto_deposit,"","","","","",Binance (Archived),0.085296,USDT,0.0841503336,"","","",0.0841503336,"","","","",From lot of 0.085296000000000 USDT acquired on 5/24/19 9:50:22 PM (UTC) via Trade
2019-05-24 21:50:22 UTC,crypto_withdrawal,"",Binance (Archived),0.00000187,BNB,0.0000200381,"","","","","","",0.0000433531,0.0000633912,"","","","",From lot of 83.817090000000000 BNB acquired on 10/6/18 1:16:25 AM (UTC) via Trade
2019-05-24 21:50:22 UTC,crypto_withdrawal,"",Binance (Archived),0.24,BAT,0.081048,"","","","","","",0.0031023336,0.0841503336,"","","","",From lot of 171.668160000000000 BAT acquired on 5/24/19 9:32:13 PM (UTC) via Trade
2019-05-25 02:48:12 UTC,crypto_withdrawal,"",Binance (Archived),77.034,USDT,76.075297076,"","","","","","",0.958702924,77.034,"","","","",From lot of 4317.528150000000000 USDT acquired on 5/24/19 2:01:42 PM (UTC) via Trade
2019-05-25 02:48:12 UTC,crypto_deposit,"","","","","",Binance (Archived),199.8,XRP,77.034,"","","",77.034,"","","","",From lot of 199.800000000000000 XRP acquired on 5/25/19 2:48:12 AM (UTC) via Trade
2019-05-25 02:48:13 UTC,crypto_deposit,"","","","","",Binance (Archived),29.8701,XRP,11.516583,"","","",11.516583,"","","","",From lot of 29.870100000000000 XRP acquired on 5/25/19 2:48:13 AM (UTC) via Trade
2019-05-25 02:48:13 UTC,crypto_withdrawal,"",Binance (Archived),11.516583,USDT,11.3732695059,"","","","","","",0.1433134941,11.516583,"","","","",From lot of 4317.528150000000000 USDT acquired on 5/24/19 2:01:42 PM (UTC) via Trade
2019-05-25 02:48:15 UTC,crypto_withdrawal,"",Binance (Archived),97.409493,USDT,96.1973196672,"","","","","","",1.2121733328,97.409493,"","","","",From lot of 4317.528150000000000 USDT acquired on 5/24/19 2:01:42 PM (UTC) via Trade
2019-05-25 02:48:15 UTC,crypto_deposit,"","","","","",Binance (Archived),252.6471,XRP,97.409493,"","","",97.409493,"","","","",From lot of 252.647100000000000 XRP acquired on 5/25/19 2:48:15 AM (UTC) via Trade
2019-05-25 02:48:19 UTC,crypto_deposit,"","","","","",Binance (Archived),29.8701,XRP,11.516583,"","","",11.516583,"","","","",From lot of 29.870100000000000 XRP acquired on 5/25/19 2:48:19 AM (UTC) via Trade
2019-05-25 02:48:19 UTC,crypto_withdrawal,"",Binance (Archived),11.516583,USDT,11.3732695059,"","","","","","",0.1433134941,11.516583,"","","","",From lot of 4317.528150000000000 USDT acquired on 5/24/19 2:01:42 PM (UTC) via Trade
2019-05-25 02:48:23 UTC,crypto_deposit,"","","","","",Binance (Archived),31.4685,XRP,12.132855,"","","",12.132855,"","","","",From lot of 31.468500000000000 XRP acquired on 5/25/19 2:48:23 AM (UTC) via Trade
2019-05-25 02:48:23 UTC,crypto_withdrawal,"",Binance (Archived),12.132855,USDT,11.9818725564,"","","","","","",0.1509824436,12.132855,"","","","",From lot of 4317.528150000000000 USDT acquired on 5/24/19 2:01:42 PM (UTC) via Trade
2019-05-25 02:48:29 UTC,crypto_withdrawal,"",Binance (Archived),12.094338,USDT,11.9438348658,"","","","","","",0.1505031342,12.094338,"","","","",From lot of 4317.528150000000000 USDT acquired on 5/24/19 2:01:42 PM (UTC) via Trade
2019-05-25 02:48:29 UTC,crypto_withdrawal,"",Binance (Archived),1867.65612844,USDT,1844.7662644094,"","","","","","",22.8898640306,1867.65612844,"","","","",From lot of 4317.528150000000000 USDT acquired on 5/24/19 2:01:42 PM (UTC) via Trade
2019-05-25 02:48:29 UTC,crypto_withdrawal,"",Binance (Archived),25.37439021,USDT,25.0868638717,"","","","","","",0.2875263383,25.37439021,"","","","",From lot of 25.374390210000000 USDT acquired on 5/24/19 2:01:43 PM (UTC) via Trade
2019-05-25 02:48:29 UTC,crypto_deposit,"","","","","",Binance (Archived),5204.4479,XRP,2006.6038014444,"","","",2006.6038014444,"","","","",From lot of 5204.590200000000000 XRP acquired on 5/25/19 2:48:29 AM (UTC) via Trade
2019-05-25 02:48:29 UTC,crypto_deposit,"","","","","",Binance (Archived),31.3686,XRP,12.094338,"","","",12.094338,"","","","",From lot of 31.368600000000000 XRP acquired on 5/25/19 2:48:29 AM (UTC) via Trade
2019-05-25 02:48:29 UTC,crypto_withdrawal,"",Binance (Archived),113.62814735,USDT,112.3405859598,"","","","","","",1.2875613902,113.62814735,"","","","",From lot of 198.432009360000000 USDT acquired on 5/24/19 2:01:43 PM (UTC) via Trade
2019-05-25 02:48:29 UTC,crypto_deposit,"","","","","",Binance (Archived),0.1423,XRP,0.0548645556,"","","",0.0548645556,"","","","",From lot of 5204.590200000000000 XRP acquired on 5/25/19 2:48:29 AM (UTC) via Trade
2019-05-25 02:50:29 UTC,crypto_withdrawal,"",Binance (Archived),29.8701,XRP,11.516583,"","","","","","",0.024327537,11.540910537,"","","","",From lot of 29.870100000000000 XRP acquired on 5/25/19 2:48:19 AM (UTC) via Trade
2019-05-25 02:50:29 UTC,crypto_deposit,"","","","","",Binance (Archived),1840.86272864,USDT,1847.6309196085,"","","",1847.6309196085,"","","","",From lot of 2224.883952940000000 USDT acquired on 5/25/19 2:50:29 AM (UTC) via Trade
2019-05-25 02:50:29 UTC,crypto_deposit,"","","","","",Binance (Archived),384.0,USDT,385.4118300574,"","","",385.4118300574,"","","","",From lot of 2224.883952940000000 USDT acquired on 5/25/19 2:50:29 AM (UTC) via Trade
2019-05-25 02:50:29 UTC,crypto_deposit,"","","","","",Binance (Archived),0.0212243,USDT,0.0213023341,"","","",0.0213023341,"","","","",From lot of 2224.883952940000000 USDT acquired on 5/25/19 2:50:29 AM (UTC) via Trade
2019-05-25 02:50:29 UTC,crypto_withdrawal,"",Binance (Archived),0.1277,XRP,0.0492354444,"","","","","","",0.0001040046,0.049339449,"","","","",From lot of 11362.126500000000000 XRP acquired on 5/16/19 10:05:13 AM (UTC) via Trade
2019-05-25 02:50:29 UTC,crypto_withdrawal,"",Binance (Archived),199.8,XRP,77.034,"","","","","","",0.162726,77.196726,"","","","",From lot of 199.800000000000000 XRP acquired on 5/25/19 2:48:12 AM (UTC) via Trade
2019-05-25 02:50:29 UTC,crypto_withdrawal,"",Binance (Archived),29.8701,XRP,11.516583,"","","","","","",0.024327537,11.540910537,"","","","",From lot of 29.870100000000000 XRP acquired on 5/25/19 2:48:13 AM (UTC) via Trade
2019-05-25 02:50:29 UTC,crypto_withdrawal,"",Binance (Archived),252.6471,XRP,97.409493,"","","","","","",0.205767027,97.615260027,"","","","",From lot of 252.647100000000000 XRP acquired on 5/25/19 2:48:15 AM (UTC) via Trade
2019-05-25 02:50:29 UTC,crypto_withdrawal,"",Binance (Archived),31.4685,XRP,12.132855,"","","","","","",0.025629345,12.158484345,"","","","",From lot of 31.468500000000000 XRP acquired on 5/25/19 2:48:23 AM (UTC) via Trade
2019-05-25 02:50:29 UTC,crypto_withdrawal,"",Binance (Archived),31.3686,XRP,12.094338,"","","","","","",0.025547982,12.119885982,"","","","",From lot of 31.368600000000000 XRP acquired on 5/25/19 2:48:29 AM (UTC) via Trade
2019-05-25 02:50:29 UTC,crypto_withdrawal,"",Binance (Archived),5204.4479,XRP,2006.6038014445,"","","","","","",4.2387336785,2010.842535123,"","","","",From lot of 5204.590200000000000 XRP acquired on 5/25/19 2:48:29 AM (UTC) via Trade
2019-05-25 02:54:18 UTC,crypto_deposit,"","","","","",Binance (Archived),799.4997,XRP,309.23592,"","","",309.23592,"","","","",From lot of 799.499700000000000 XRP acquired on 5/25/19 2:54:18 AM (UTC) via Trade
2019-05-25 02:54:18 UTC,crypto_withdrawal,"",Binance (Archived),148.31680943,USDT,148.8621170591,"","","","","","",-0.5453076291,148.31680943,"","","","",From lot of 2979.149877990000000 USDT acquired on 5/24/19 2:01:44 PM (UTC) via Trade
2019-05-25 02:54:18 UTC,crypto_withdrawal,"",Binance (Archived),76.11524856,USDT,76.3950969864,"","","","","","",-0.2798484264,76.11524856,"","","","",From lot of 76.115248560000000 USDT acquired on 5/24/19 2:01:43 PM (UTC) via Trade
2019-05-25 02:54:18 UTC,crypto_withdrawal,"",Binance (Archived),84.80386201,USDT,85.1156553469,"","","","","","",-0.3117933369,84.80386201,"","","","",From lot of 198.432009360000000 USDT acquired on 5/24/19 2:01:43 PM (UTC) via Trade
2019-05-25 02:54:19 UTC,crypto_deposit,"","","","","",Binance (Archived),3582.6138,XRP,1385.70768,"","","",1385.70768,"","","","",From lot of 3582.613800000000000 XRP acquired on 5/25/19 2:54:19 AM (UTC) via Trade
2019-05-25 02:54:19 UTC,crypto_withdrawal,"",Binance (Archived),1385.70768,USDT,1390.8024293579,"","","","","","",-5.0947493579,1385.70768,"","","","",From lot of 2979.149877990000000 USDT acquired on 5/24/19 2:01:44 PM (UTC) via Trade
2019-05-25 02:54:20 UTC,crypto_withdrawal,"",Binance (Archived),512.09592,USDT,513.97871274,"","","","","","",-1.88279274,512.09592,"","","","",From lot of 2979.149877990000000 USDT acquired on 5/24/19 2:01:44 PM (UTC) via Trade
2019-05-25 02:54:20 UTC,crypto_deposit,"","","","","",Binance (Archived),1323.9747,XRP,512.09592,"","","",512.09592,"","","","",From lot of 1323.974700000000000 XRP acquired on 5/25/19 2:54:20 AM (UTC) via Trade
2019-05-25 02:54:22 UTC,crypto_withdrawal,"",Binance (Archived),20.44056,USDT,20.4767499206,"","","","","","",-0.0361899206,20.44056,"","","","",From lot of 2979.149877990000000 USDT acquired on 5/24/19 2:01:44 PM (UTC) via Trade
2019-05-25 02:54:22 UTC,crypto_deposit,"","","","","",Binance (Archived),52.8471,XRP,20.44056,"","","",20.44056,"","","","",From lot of 52.847100000000000 XRP acquired on 5/25/19 2:54:22 AM (UTC) via Trade
2019-05-25 17:59:47 UTC,crypto_deposit,"","","","","",Binance (Archived),999.0,XRP,384.0,"","","",384.0,"","","","",From lot of 999.000000000000000 XRP acquired on 5/25/19 5:59:47 PM (UTC) via Trade
2019-05-25 17:59:47 UTC,crypto_deposit,"","","","","",Binance (Archived),10609.0803,XRP,4077.9648,"","","",4077.9648,"","","","",From lot of 10609.080300000000000 XRP acquired on 5/25/19 5:59:47 PM (UTC) via Trade
2019-05-25 17:59:47 UTC,crypto_deposit,"","","","","",Binance (Archived),998.9248,XRP,383.9710942943,"","","",383.9710942943,"","","","",From lot of 999.000000000000000 XRP acquired on 5/25/19 5:59:47 PM (UTC) via Trade
